rule_id,for_each,current_var,proposed_var,expert_var,change_reason
alicloud.cms.alerts.delete_sqlserver_fr,alicloud.cms.alerts,id exists,status equals Active,logging_enabled equals true,CMS alert-event tracking rule — use logging_enabled not status
alicloud.cms.alerts.notification_destinations_configured,alicloud.cms.alerts,id exists,status equals Active,logging_enabled equals true,Monitoring/alerting/logging rule — use logging_enabled not status
alicloud.cms.alerts.notification_endpoints_authenticated,alicloud.cms.alerts,id exists,status equals Active,logging_enabled equals true,Monitoring/alerting/logging rule — use logging_enabled not status
alicloud.cms.alerts.notification_message_encryption_in_transit,alicloud.cms.alerts,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.cms.alerts.notification_no_public_webhooks,alicloud.cms.alerts,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.cms.anomaly_detection.anomaly_alerts_configured,alicloud.cms.anomaly_detection,id exists,status equals Active,status equals Active,
alicloud.cms.anomaly_detection.anomaly_detectors_enabled,alicloud.cms.anomaly_detection,logging_enabled equals true,status equals Active,status equals Active,
alicloud.cms.api.monitoring_api_access_log_fields_identity_present,alicloud.ack.kube_apiserver,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.api.monitoring_api_access_log_sink_configured,alicloud.ack.kube_apiserver,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.api.monitoring_api_access_logging_enabled,alicloud.ack.kube_apiserver,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.changes.to_network_acls_alarm_configured,alicloud.cms.changes,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.changes.to_network_gateways_alarm_configured,alicloud.cms.changes,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.changes.to_network_route_tables_alarm_configured,alicloud.cms.changes,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.changes.to_vpcs_alarm_configured,alicloud.cms.changes,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.changes.vpcs_alarm_configured,alicloud.cms.changes,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.dashboard.public_embeds_disabled,alicloud.cms.dashboard,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.cms.dashboard.sso_required,alicloud.cms.dashboard,id exists,permissions not_contains *,permissions not_contains *,
alicloud.cms.diagnostic.setting_with_appropriate_categories,alicloud.cms.diagnostic,id exists,status equals Active,status equals Active,
alicloud.cms.diagnostic.settings_exists,alicloud.cms.diagnostic,id exists,status equals Active,status equals Active,
alicloud.cms.dr.monitoring_alert_destinations_configured,alicloud.actiontrail.GetAccessKeyLastUsedResources,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.dr.monitoring_alerts_for_backup_failures_configured,alicloud.actiontrail.GetAccessKeyLastUsedResources,backup_enabled equals true,backup_enabled equals true,logging_enabled equals true,Monitoring/alerting/logging rule — use logging_enabled not backup_enabled
alicloud.cms.dr.monitoring_alerts_for_replication_lag_configured,alicloud.actiontrail.GetAccessKeyLastUsedResources,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.dr.monitoring_alerts_for_rpo_rto_breach_configured,alicloud.actiontrail.GetAccessKeyLastUsedResources,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.emr.logging_enabled,alicloud.cms.emr_admin,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.emr_admin.monitoring_enabled,alicloud.cms.emr_admin,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.global.endpoint_event_replication_enabled,alicloud.cms.global,logging_enabled equals true,status equals Active,status equals Active,
alicloud.cms.log.group_kms_encryption_enabled,alicloud.cms.DescribeAlertLogCount,encrypted equals + logging_enabled equals,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.cms.log.group_no_secrets_in_logs,alicloud.cms.DescribeAlertLogCount,id exists,permissions not_contains *,permissions not_contains *,
alicloud.cms.log.group_not_publicly_accessible,alicloud.cms.DescribeAlertLogCount,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.cms.log.group_retention,alicloud.cms.DescribeAlertLogCount,id exists,status equals Active,status equals Active,
alicloud.cms.log.group_retention_policy_specific_days_enabled,alicloud.cms.DescribeAlertLogCount,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.log.group_retention_policy_specific_days_enabled_alicloud_oss_bucket_lifecycle_enabled,alicloud.cms.DescribeAlertLogCount,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.log.metric_filter_alicloud_organizations_changes,alicloud.cms.DescribeAlertLogCount,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.log.metric_filter_and_alarm_for_actiontrail_configuration_changes_enabled,alicloud.cms.DescribeAlertLogCount,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.log.metric_filter_and_alarm_for_alicloud_config_configuration_changes_enabled,alicloud.cms.DescribeAlertLogCount,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.log.metric_filter_and_alarm_for_aws_config_configuration_changes_enabled,alicloud.cms.DescribeAlertLogCount,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.log.metric_filter_and_alarm_for_cloudtrail_configuration_changes_enabled,alicloud.cms.DescribeAlertLogCount,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.log.metric_filter_authentication_failures,alicloud.cms.DescribeAlertLogCount,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.log.metric_filter_disable_or_scheduled_deletion_of_kms_cmk,alicloud.cms.DescribeAlertLogCount,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.cms.log.metric_filter_for_oss_bucket_policy_changes,alicloud.cms.DescribeAlertLogCount,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.log.metric_filter_for_s3_bucket_policy_changes,alicloud.cms.DescribeAlertLogCount,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.log.metric_filter_policy_changes,alicloud.cms.DescribeAlertLogCount,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.log.metric_filter_policy_changes_alicloud_ram_password_policy_reuse_24_alicloud_ram_user_accesskey_unused_alicloud_ram_user_console_access_unused,alicloud.cms.DescribeAlertLogCount,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.log.metric_filter_root_usage,alicloud.cms.DescribeAlertLogCount,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.log.metric_filter_security_group_changes,alicloud.cms.DescribeAlertLogCount,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.log.metric_filter_sign_in_without_mfa,alicloud.cms.DescribeAlertLogCount,mfa_enabled equals true,mfa_enabled equals true,mfa_enabled equals true,
alicloud.cms.log.metric_filter_unauthorized_api_calls,alicloud.cms.DescribeAlertLogCount,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.log_group.kms_encryption_active,alicloud.cms.log_group,encrypted equals + kms_key_id exists + logging_enabled equals,encrypted equals + kms_key_id exists + logging_enabled equals,encrypted equals + kms_key_id exists + logging_enabled equals,
alicloud.cms.log_group.retention_policy_90_days_enabled,alicloud.cms.log_group,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.log_metric_filter.iam_policy_changes_detected,alicloud.cms.log_metric_filter,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.log_metric_filter.root_account_usage_detected,alicloud.cms.log_metric_filter,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.cms.metric.metric_filter_console_root_login_detected_filter_present,alicloud.cms.DescribeActiveMetricRuleList,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.cms.metric.metric_filter_iam_policy_change_detected_filter_present,alicloud.cms.DescribeActiveMetricRuleList,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.metric.metric_filter_kms_key_deletion_or_disable_detected_filter_present,alicloud.cms.DescribeActiveMetricRuleList,encrypted equals true,encrypted equals true,encrypted equals + kms_key_id exists,KMS/CMK rule — use encrypted+kms_key_id not encrypted
alicloud.cms.metric.metric_filter_network_acl_or_sg_change_detected_filter_present,alicloud.cms.DescribeActiveMetricRuleList,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.network.anomaly_destinations_encrypted,alicloud.cms.network_acls,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.cms.network.anomaly_detectors_enabled,alicloud.cms.network_acls,logging_enabled equals true,status equals Active,status equals Active,
alicloud.cms.network.monitoring_alerts_for_anomalies_configured,alicloud.cms.network_acls,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.network.monitoring_flow_logs_enabled,alicloud.cms.network_acls,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.network_acls.change_detection_alarm_configured,alicloud.cms.network_acls,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.network_gateways.change_detection_alarm_configured,alicloud.cms.network_gateways,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.route_tables.change_detection_alarm_configured,alicloud.cms.route_tables,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.cms.storage.account_with_activity_logs_cmk_encrypted,alicloud.apsaravideo.DescribeVodStorageData,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.cms.storage.account_with_activity_logs_is_private,alicloud.apsaravideo.DescribeVodStorageData,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.cms.vpcs.change_detection_alarm_configured,alicloud.cms.vpcs,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.devops.project.artifact_encryption,alicloud.asr.GetProjectList,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.devops.project.envvar_awscred_check,alicloud.asr.GetProjectList,status exists,status exists,status exists,
alicloud.devops.project.logging_enabled,alicloud.asr.GetProjectList,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.devops.project.no_secrets_in_variables,alicloud.asr.GetProjectList,status exists,status exists,status exists,
alicloud.devops.project.no_secrets_in_variables_alicloud_devops_project_source_repo_url_no_sensitive_credentials_alicloud_oss_bucket_enforces_ssl_alicloud_alb_ssl_listeners_alicloud_elasticsearch_service_domains_node_to_node_encryption_enabled_alicloud_sl,alicloud.asr.GetProjectList,encrypted equals + logging_enabled equals + ssl_enabled equals,ssl_enabled equals + min_tls_version gte,ssl_enabled equals + min_tls_version gte,
alicloud.devops.project.older_90_days,alicloud.asr.GetProjectList,status exists,status exists,status exists,
alicloud.devops.project.oss_logs_encrypted,alicloud.asr.GetProjectList,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.devops.project.source_repo_url_check,alicloud.asr.GetProjectList,status exists,status exists,status exists,
alicloud.devops.project.source_repo_url_no_sensitive_credentials,alicloud.asr.GetProjectList,status exists,status exists,status exists,
alicloud.devops.project.source_repo_url_no_sensitive_credentials_alicloud_devops_project_no_secrets_in_variables,alicloud.asr.GetProjectList,status exists,status exists,status exists,
alicloud.devops.project.user_controlled_buildspec,alicloud.asr.GetProjectList,status exists,status exists,status exists,
alicloud.devops.report.group_export_encrypted,alicloud.ack.reportplans,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.config.aggregator.aggregation_authorization_trusts_least_privilege,alicloud.config.aggregator,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.config.compliance_monitoring_enabled.configured,alicloud.config.compliance_monitoring_enabled,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.config.delivery.config_delivery_destination_access_least_privilege,alicloud.config.GetAggregateConfigDeliveryChannel,permissions not_contains *,permissions not_contains *,permissions not_contains *,
